,task1,task2,epoch,step,images_needed,target test acc,reached test acc,Label index0,Label index1,Label index2,Label index3,Label index4,Label index5,Label index6,Label index7,Label index8,Label index9
236,"[0, 2, 4, 5]","[1, 3, 7, 8]",19,30,0,97.785,81.80007469189593,,,,,,,,,,
237,"[0, 3, 5, 7, 9]","[1, 2, 8]",19,30,0,97.58333333333331,82.10918114143921,,,,,,,,,,
238,"[1, 2, 6, 9]","[3, 4, 7, 8]",19,30,0,97.08833333333334,81.63139763779527,,,,,,,,,,
239,"[0, 6]","[1, 2, 5, 9]",19,22,0,98.10333333333332,86.24708624708624,,,,,,,,,,
240,"[0, 5]","[1, 2, 4, 6, 8, 9]",19,29,0,97.58333333333331,83.98643556895252,,,,,,,,,,
241,"[2, 4, 7]","[3, 5, 8]",19,22,0,97.62,69.90537343697196,,,,,,,,,,
242,"[1, 2, 3, 7]","[4, 5, 8, 9]",19,30,0,97.945,79.90573058794344,,,,,,,,,,
243,"[0, 4, 5, 6]","[1, 2, 8]",19,26,0,97.70833333333331,85.86221774773479,,,,,,,,,,
244,"[0, 2, 3, 7]","[1, 4, 6, 9]",19,30,0,97.97833333333334,86.5502827637079,,,,,,,,,,
245,"[0, 4, 5]","[1, 2, 6, 8]",19,26,0,97.58666666666667,85.12872141521646,,,,,,,,,,
246,"[0, 1, 3]","[2, 4, 9]",19,22,0,97.31833333333331,86.87378009108653,,,,,,,,,,
247,"[2, 3, 4, 6, 8]","[5, 7, 9]",19,29,0,97.8,71.7564996829423,,,,,,,,,,
248,"[1, 5, 6]","[2, 3, 7, 9]",19,26,0,97.77833333333334,82.23386183465459,,,,,,,,,,
249,"[0, 4, 7]","[1, 2, 5, 6, 9]",19,30,0,97.87166666666668,86.91367265469061,,,,,,,,,,
250,"[0, 2, 9]","[1, 3, 6, 7]",19,26,0,97.69666666666666,87.30425055928411,,,,,,,,,,
251,"[0, 1, 2, 3, 4]","[5, 6, 8, 9]",19,33,0,97.81333333333332,82.0441373160945,,,,,,,,,,
252,"[0, 2, 7, 9]","[1, 3, 5]",19,26,0,97.08833333333334,84.22241038667796,,,,,,,,,,
253,"[1, 6, 8]","[2, 4]",19,18,0,97.855,81.69651643377289,,,,,,,,,,
254,"[1, 2, 3, 5, 9]","[4, 6, 8]",19,29,0,97.66166666666666,80.81831831831832,,,,,,,,,,
255,"[2, 7]","[3, 4, 8]",19,18,0,97.885,77.8949462793474,,,,,,,,,,
256,"[0, 3, 4]","[1, 2, 8, 9]",19,26,0,98.195,84.23195731536084,,,,,,,,,,
257,"[1, 4, 6, 8]","[2, 3, 7, 9]",19,30,0,98.01166666666668,82.18503937007874,,,,,,,,,,
258,"[0, 7]","[1, 3, 4, 5, 6, 8, 9]",19,33,0,97.945,82.44870651204282,,,,,,,,,,
259,"[1, 2, 4, 6, 8, 9]","[3, 5, 7]",19,33,0,98.01666666666668,79.2350332594235,,,,,,,,,,
260,"[0, 1, 8, 9]","[2, 3, 5]",19,26,0,97.45166666666668,85.43799772468714,,,,,,,,,,
261,"[1, 2, 4, 6, 9]","[3, 5, 7, 8]",19,33,0,98.01666666666668,80.54323725055433,,,,,,,,,,
262,"[0, 1, 3, 8]","[2, 4, 7]",19,26,0,97.87333333333332,86.2204173085002,,,,,,,,,,
263,"[0, 1, 3, 7]","[2, 4, 8, 9]",19,30,0,97.225,84.66257668711657,,,,,,,,,,
264,"[1, 4, 6, 7, 8, 9]","[2, 3, 5]",19,33,0,97.82666666666668,81.19733924611974,,,,,,,,,,
265,"[0, 4, 5, 8]","[1, 2, 6]",19,26,0,97.815,85.01366316697828,,,,,,,,,,
266,"[0, 2, 8]","[1, 3, 7]",19,23,0,97.32166666666666,82.30232180548789,,,,,,,,,,
267,"[1, 7]","[2, 3, 5, 6, 9]",19,26,0,97.56666666666666,80.54926387315969,,,,,,,,,,
268,"[2, 3, 7]","[4, 5, 8]",19,22,0,97.77,71.20648867860764,,,,,,,,,,
269,"[0, 3, 8]","[1, 2, 5, 6, 7, 9]",19,33,0,97.84833333333334,79.44111776447106,,,,,,,,,,
270,"[0, 1, 7, 8, 9]","[2, 3, 5]",19,30,0,97.52,79.78908188585608,,,,,,,,,,
271,"[1, 2, 4, 8]","[3, 5, 7, 9]",19,30,0,98.16333333333334,80.81121309848672,,,,,,,,,,
272,"[0, 1, 3, 4, 7]","[2, 5, 9]",19,30,0,97.44666666666669,85.0272682201289,,,,,,,,,,
273,"[1, 4, 7]","[2, 5, 6]",19,22,0,97.855,87.4896299983408,,,,,,,,,,
274,"[0, 2, 3, 7, 8]","[1, 4, 9]",19,30,0,97.665,84.28220858895705,,,,,,,,,,
275,"[0, 2, 4, 6, 8]","[1, 3, 5, 9]",19,33,0,97.58666666666667,80.14935354436024,,,,,,,,,,
276,"[1, 5, 7]","[2, 4, 6]",19,22,0,97.67,85.83042973286877,,,,,,,,,,
277,"[0, 7, 9]","[1, 2, 5, 6, 8]",19,30,0,97.58666666666667,83.34165834165834,,,,,,,,,,
278,"[0, 2, 4, 5, 9]","[1, 3, 6, 8]",19,33,0,97.89833333333333,78.1431119037004,,,,,,,,,,
279,"[0, 2, 4, 7, 8]","[1, 3, 6, 9]",19,34,0,97.86333333333332,83.02591128678085,,,,,,,,,,
280,"[1, 3]","[2, 4, 7]",19,19,0,97.58666666666667,88.29766724503567,,,,,,,,,,
281,"[0, 3, 5, 6, 9]","[1, 2, 4, 8]",19,33,0,98.01666666666668,81.04101649576461,,,,,,,,,,
282,"[0, 6, 7, 8]","[1, 2, 4]",19,26,0,98.00666666666666,88.19297503173932,,,,,,,,,,
283,"[1, 3, 4, 7, 9]","[2, 5, 6, 8]",19,33,0,97.82666666666668,82.99334811529934,,,,,,,,,,
284,"[1, 3, 7, 9]","[2, 4, 5, 8]",19,30,0,98.195,80.37707764822625,,,,,,,,,,
285,"[0, 1]","[2, 4, 5, 6]",19,22,0,97.87166666666668,88.27563137648437,,,,,,,,,,
286,"[3, 4, 6, 7]","[5, 8, 9]",19,25,0,97.08833333333334,74.65343645118926,,,,,,,,,,
287,"[1, 4, 5, 6]","[2, 3, 9]",19,26,0,98.01166666666668,79.80906241094328,,,,,,,,,,
288,"[0, 1, 4, 5]","[2, 3, 7, 8]",19,30,0,97.14,80.36848001991784,,,,,,,,,,
289,"[0, 4, 7]","[1, 2, 6, 8]",19,26,0,97.85,88.34814501340105,,,,,,,,,,
290,"[0, 1, 5, 9]","[2, 3, 7, 8]",19,30,0,97.86333333333332,80.89330024813896,,,,,,,,,,
291,"[1, 3, 6]","[2, 4, 8]",19,22,0,97.56666666666666,81.71072073551142,,,,,,,,,,
292,"[0, 1, 3, 4, 6, 7]","[2, 5, 9]",19,33,0,97.85,84.17903833370264,,,,,,,,,,
293,"[0, 3, 5, 7, 8]","[1, 2, 6, 9]",19,33,0,97.47333333333331,79.82923042803283,,,,,,,,,,
294,"[0, 2, 4, 6, 7]","[1, 3, 8, 9]",19,34,0,97.56666666666666,84.10188844971454,,,,,,,,,,
295,"[1, 2, 7, 8]","[3, 4, 6]",19,26,0,97.77833333333334,81.68282062087371,,,,,,,,,,
296,"[0, 1, 2, 7, 8]","[3, 4, 5, 9]",19,33,0,98.095,81.32050431320505,,,,,,,,,,
297,"[0, 1, 3, 4, 5, 9]","[2, 6, 8]",19,33,0,97.56666666666666,83.59340169415961,,,,,,,,,,
298,"[1, 2, 3, 7, 9]","[4, 5, 8]",19,30,0,98.00666666666666,77.49937980649962,,,,,,,,,,
299,"[0, 7, 9]","[1, 2, 6, 8]",19,26,0,97.58666666666667,87.85834738617201,,,,,,,,,,
300,"[1, 5, 6]","[2, 3, 8]",19,22,0,98.01166666666668,80.66988835194134,,,,,,,,,,
301,"[0, 1, 3, 4, 7, 9]","[2, 5, 8]",19,33,0,97.65,80.71223180712231,,,,,,,,,,
302,"[1, 2, 3, 4, 8]","[5, 6, 9]",19,29,0,97.82666666666668,78.42842842842843,,,,,,,,,,
303,"[0, 1, 4, 5]","[2, 3, 9]",19,26,0,97.30666666666666,85.625,,,,,,,,,,
304,"[0, 2, 4]","[1, 3, 7, 9]",19,26,0,97.81333333333332,88.15496098104794,,,,,,,,,,
305,"[0, 6, 9]","[1, 3]",19,19,0,98.00666666666666,88.84524744697565,,,,,,,,,,
306,"[0, 2, 6]","[1, 3, 5, 7, 8]",19,30,0,97.08833333333334,79.26083156448995,,,,,,,,,,
307,"[0, 2, 4]","[1, 5, 6]",19,22,0,97.79833333333332,88.35925740090316,,,,,,,,,,
308,"[1, 5, 7, 9]","[2, 3, 8]",19,26,0,97.705,72.18926553672317,,,,,,,,,,
309,"[0, 1, 5, 7]","[2, 3, 6]",19,26,0,97.87166666666668,85.95593461265103,,,,,,,,,,
310,"[0, 1, 4, 6]","[2, 5]",19,22,0,97.77833333333334,87.97457768857669,,,,,,,,,,
311,"[0, 1, 5]","[2, 4, 6, 7, 8]",19,29,0,97.68333333333334,84.16238566595665,,,,,,,,,,
312,"[0, 3, 6, 7]","[1, 2, 5, 8, 9]",19,33,0,98.10333333333332,77.9441117764471,,,,,,,,,,
313,"[0, 7, 9]","[1, 3, 4, 5]",19,26,0,97.56666666666666,85.48891415577032,,,,,,,,,,
314,"[1, 2, 3, 7, 8]","[4, 5, 6, 9]",19,33,0,98.01166666666668,81.39689578713968,,,,,,,,,,
315,"[1, 3, 6, 8]","[2, 4, 7]",19,26,0,97.27666666666669,82.48349487287541,,,,,,,,,,
316,"[1, 3, 4, 5, 6, 7]","[2, 8, 9]",19,33,0,97.68833333333332,81.47450110864744,,,,,,,,,,
317,"[3, 5, 6]","[4, 7, 8, 9]",19,25,0,97.945,73.25259010652269,,,,,,,,,,
318,"[0, 2]","[1, 3, 7, 8]",19,23,0,98.10333333333332,84.91638252963143,,,,,,,,,,
319,"[0, 3, 6]","[1, 2, 8, 9]",19,26,0,97.52,84.61538461538461,,,,,,,,,,
320,"[2, 5, 7, 8]","[3, 4, 9]",19,25,0,97.52166666666666,69.17857658437995,,,,,,,,,,
321,"[0, 3, 5, 6, 9]","[1, 2, 8]",19,29,0,97.04166666666669,82.7909887359199,,,,,,,,,,
322,"[0, 3, 6, 8]","[1, 4]",19,22,0,97.38333333333333,85.11342937572446,,,,,,,,,,
323,"[0, 1, 3, 5, 9]","[2, 4, 7]",19,30,0,97.64333333333332,85.49826474962816,,,,,,,,,,
324,"[0, 3, 7, 8]","[1, 4, 5]",19,26,0,97.65,78.56020568490216,,,,,,,,,,
325,"[2, 5, 7]","[3, 4, 9]",19,22,0,97.89166666666668,78.0446833529313,,,,,,,,,,
326,"[1, 8]","[2, 3, 5, 6, 7]",19,26,0,98.01166666666668,77.63551002987623,,,,,,,,,,
327,"[1, 6, 7, 9]","[2, 3, 5, 8]",19,30,0,97.65,78.11644687733266,,,,,,,,,,
328,"[4, 9]","[5, 6, 7, 8]",19,22,0,97.945,66.52404586684922,,,,,,,,,,
329,"[0, 3, 6, 8]","[1, 2, 7, 9]",19,30,0,98.11,82.54984001968988,,,,,,,,,,
330,"[0, 2, 3, 9]","[1, 5]",19,22,0,97.87166666666668,87.15747771541763,,,,,,,,,,
331,"[1, 2, 4, 5, 7, 8]","[3, 6, 9]",19,33,0,97.91333333333333,82.1840354767184,,,,,,,,,,
332,"[1, 2, 5]","[3, 4, 9]",19,22,0,97.58666666666667,83.82838283828383,,,,,,,,,,
333,"[0, 4, 5, 6]","[1, 2, 7, 8, 9]",19,33,0,97.68333333333334,83.81535038932147,,,,,,,,,,
334,"[0, 5, 6, 8]","[1, 2, 4]",19,26,0,97.58666666666667,85.64648353228822,,,,,,,,,,
335,"[0, 2, 3, 5]","[1, 6]",19,22,0,97.82666666666668,86.16613950391209,,,,,,,,,,
336,"[0, 3, 6, 8, 9]","[1, 2, 5]",19,29,0,98.00666666666666,82.10262828535669,,,,,,,,,,
337,"[0, 8, 9]","[1, 2, 5]",19,22,0,97.84,84.19129857190302,,,,,,,,,,
338,"[0, 1, 2, 3, 6]","[4, 5, 8, 9]",19,33,0,97.98,79.58091841283995,,,,,,,,,,
339,"[0, 1, 5, 8]","[2, 4]",19,22,0,97.68166666666669,86.67222685571309,,,,,,,,,,
340,"[1, 4]","[2, 3, 6, 7]",19,23,0,97.33666666666667,83.15703824247356,,,,,,,,,,
341,"[0, 1, 5, 7]","[2, 4, 6]",19,26,0,97.14,87.94063079777365,,,,,,,,,,
342,"[1, 4, 5, 7, 8, 9]","[2, 3, 6]",19,33,0,97.90166666666669,80.47671840354768,,,,,,,,,,
343,"[0, 8, 9]","[1, 2, 4, 5, 6, 7]",19,33,0,97.305,83.5150166852058,,,,,,,,,,
344,"[0, 2, 5, 6, 8, 9]","[1, 3, 7]",19,33,0,97.31833333333331,79.69616322909737,,,,,,,,,,
345,"[0, 6, 8, 9]","[1, 2, 5, 7]",19,30,0,97.615,83.21678321678321,,,,,,,,,,
346,"[0, 2, 6]","[1, 4, 5]",19,22,0,97.69666666666666,89.01154039136979,,,,,,,,,,
347,"[0, 3, 4, 5, 6]","[1, 2, 8, 9]",19,33,0,97.74166666666667,78.43290236290682,,,,,,,,,,
348,"[0, 2, 5, 9]","[1, 4]",19,22,0,97.755,86.96517412935323,,,,,,,,,,
349,"[0, 3, 7]","[1, 2, 9]",19,23,0,97.58666666666667,86.40619954794963,,,,,,,,,,
350,"[0, 1, 3, 5, 7, 9]","[2, 4, 8]",19,33,0,97.73333333333332,79.46250829462508,,,,,,,,,,
351,"[0, 8, 9]","[1, 2, 5, 6, 7]",19,30,0,97.69666666666666,84.27822177822178,,,,,,,,,,
352,"[0, 5, 7, 9]","[1, 2, 4, 8]",19,30,0,98.01666666666668,86.25498007968127,,,,,,,,,,
353,"[0, 4, 5, 7]","[1, 3, 6]",19,26,0,97.07833333333332,87.97423049391553,,,,,,,,,,
354,"[1, 4]","[2, 5]",19,15,0,97.68166666666669,87.8495421925266,,,,,,,,,,
355,"[0, 2, 3, 4, 5, 9]","[1, 6, 8]",19,33,0,98.095,77.79759251003121,,,,,,,,,,
356,"[0, 3, 4]","[1, 2, 9]",19,22,0,97.945,86.71112556929083,,,,,,,,,,
357,"[0, 1, 3]","[2, 4, 6, 7, 8, 9]",19,34,0,97.56666666666666,84.50812472551603,,,,,,,,,,
358,"[1, 3, 9]","[2, 4, 8]",19,22,0,98.15833333333332,78.78541191794204,,,,,,,,,,
359,"[0, 9]","[1, 2, 5, 8]",19,22,0,97.70833333333331,87.96081036200599,,,,,,,,,,
360,"[0, 2, 3, 4]","[1, 5, 7, 8]",19,30,0,97.855,77.9783393501805,,,,,,,,,,
361,"[0, 1, 4]","[2, 3, 6, 7, 8, 9]",19,34,0,97.58666666666667,84.80456741326307,,,,,,,,,,
362,"[0, 1, 2, 6, 8]","[3, 4, 5, 9]",19,33,0,97.69666666666666,79.3468568880963,,,,,,,,,,
363,"[0, 2]","[1, 3, 9]",19,19,0,97.87166666666668,88.81145954316686,,,,,,,,,,
364,"[0, 3]","[1, 2, 9]",19,19,0,97.47333333333331,89.50832365466512,,,,,,,,,,
365,"[2, 8]","[3, 4, 7]",19,18,0,97.945,79.88460007958615,,,,,,,,,,
366,"[0, 3, 4, 7, 8]","[1, 2, 6]",19,30,0,97.65,84.20792690455612,,,,,,,,,,
367,"[1, 2, 3, 4, 5, 9]","[6, 7, 8]",19,33,0,97.56666666666666,82.36141906873614,,,,,,,,,,
368,"[0, 2, 4, 7]","[1, 3, 6]",19,26,0,97.45166666666668,87.52280701754385,,,,,,,,,,
369,"[0, 2]","[1, 4, 5]",19,18,0,97.78833333333333,88.03027285401315,,,,,,,,,,
370,"[2, 3, 6]","[4, 5, 7, 9]",19,25,0,98.10333333333332,75.93691216900594,,,,,,,,,,
371,"[0, 1, 3, 5]","[2, 4, 7, 8]",19,30,0,97.47333333333331,82.54699365118884,,,,,,,,,,
372,"[0, 1, 2, 4]","[3, 5, 7]",19,26,0,97.84,86.75449780422156,,,,,,,,,,
373,"[0, 3, 4, 5, 8]","[1, 2, 7]",19,30,0,97.83833333333334,82.24822606747168,,,,,,,,,,
374,"[1, 2, 3, 7, 8]","[4, 5, 9]",19,30,0,97.865,77.44976432646986,,,,,,,,,,
375,"[1, 5, 7]","[2, 3, 6]",19,22,0,97.56666666666666,82.19653179190752,,,,,,,,,,
376,"[1, 6, 7, 8]","[2, 3, 4, 9]",19,30,0,97.945,82.20964566929135,,,,,,,,,,
377,"[0, 1, 6]","[2, 3, 5, 9]",19,26,0,97.87333333333332,84.49258836944128,,,,,,,,,,
378,"[0, 1, 4, 5]","[2, 3, 7, 9]",19,30,0,97.77833333333334,86.37828458106098,,,,,,,,,,
379,"[0, 6, 7]","[1, 3, 4, 5]",19,26,0,98.06,87.71653543307086,,,,,,,,,,
380,"[0, 2, 4, 5, 7]","[1, 3, 8]",19,30,0,98.095,80.75438814888585,,,,,,,,,,
381,"[1, 5]","[2, 3, 6, 7, 8, 9]",19,30,0,97.81333333333332,79.90793729783529,,,,,,,,,,
382,"[0, 6]","[1, 2, 5, 8, 9]",19,26,0,97.77833333333334,83.0515759312321,,,,,,,,,,
383,"[0, 2, 4, 5]","[1, 3, 7, 8, 9]",19,33,0,97.56666666666666,81.1767308117673,,,,,,,,,,
384,"[0, 3]","[1, 4, 5, 6, 9]",19,26,0,98.14333333333336,85.31438415159346,,,,,,,,,,
385,"[0, 6, 9]","[1, 2, 7, 8]",19,26,0,98.14333333333336,87.33839235525576,,,,,,,,,,
386,"[0, 2, 5]","[1, 4]",19,18,0,98.16333333333334,90.02190798645688,,,,,,,,,,
387,"[0, 3, 5, 7]","[1, 4, 6]",19,26,0,97.81833333333331,88.41803865425912,,,,,,,,,,
388,"[0, 4, 6, 8, 9]","[1, 2, 7]",19,30,0,97.58666666666667,87.37959990121017,,,,,,,,,,
389,"[0, 2, 6]","[1, 4]",19,19,0,98.12,87.12404167485748,,,,,,,,,,
390,"[1, 3, 8]","[2, 5, 6]",19,22,0,98.06666666666666,80.95317447092152,,,,,,,,,,
391,"[0, 5, 7, 8, 9]","[1, 2, 4, 6]",19,33,0,97.80833333333334,81.20133481646273,,,,,,,,,,
392,"[0, 3, 7]","[1, 2, 6]",19,23,0,97.81333333333332,88.31189972326226,,,,,,,,,,
393,"[0, 6, 7, 9]","[1, 2, 4, 5]",19,30,0,97.32333333333332,87.3502994011976,,,,,,,,,,
394,"[1, 7, 8, 9]","[2, 3, 4, 6]",19,30,0,97.81333333333332,82.93553149606299,,,,,,,,,,
395,"[1, 2, 3, 4, 9]","[5, 6, 7, 8]",19,33,0,98.01166666666668,78.48115299334812,,,,,,,,,,
396,"[0, 3, 9]","[1, 2, 7]",19,23,0,97.965,86.61608007749435,,,,,,,,,,
397,"[0, 1, 2, 3, 4, 8]","[5, 6, 9]",19,33,0,97.855,83.51538118591174,,,,,,,,,,
398,"[0, 3, 6, 7, 9]","[1, 2, 5]",19,30,0,98.04833333333332,84.85827946295376,,,,,,,,,,
399,"[0, 2, 3, 7]","[1, 4, 9]",19,26,0,97.14,87.55574136008919,,,,,,,,,,
400,"[0, 4, 6, 7]","[1, 2, 8, 9]",19,30,0,97.83833333333334,86.89799950605087,,,,,,,,,,
401,"[2, 6]","[3, 4, 7]",19,18,0,97.81333333333332,80.53892215568862,,,,,,,,,,
402,"[0, 3, 6, 7, 8]","[1, 2, 9]",19,30,0,97.615,85.4664041348757,,,,,,,,,,
403,"[0, 1, 6, 7, 8]","[2, 3, 4, 9]",19,34,0,97.62,83.35529205094423,,,,,,,,,,
404,"[0, 1, 6, 7, 9]","[2, 3, 8]",19,30,0,98.10333333333332,83.48510952498154,,,,,,,,,,
405,"[2, 3, 4, 6]","[5, 7, 8, 9]",19,29,0,97.73833333333334,74.55928979074191,,,,,,,,,,
406,"[1, 3, 4, 5]","[2, 6, 7, 9]",19,30,0,97.27666666666669,82.63733532189909,,,,,,,,,,
407,"[0, 3, 5, 9]","[1, 2, 6, 7, 8]",19,33,0,98.06666666666666,81.3373253493014,,,,,,,,,,
408,"[1, 2, 7]","[3, 4, 6, 9]",19,26,0,97.83833333333334,84.66592116298574,,,,,,,,,,
409,"[1, 3, 4, 5, 8, 9]","[2, 6, 7]",19,33,0,97.58333333333331,83.39246119733926,,,,,,,,,,
410,"[0, 6]","[1, 3, 4, 5, 9]",19,26,0,97.37166666666668,85.3861613551536,,,,,,,,,,
411,"[0, 2, 4, 6]","[1, 3, 8]",19,26,0,97.68833333333332,87.25781360486494,,,,,,,,,,
412,"[0, 3]","[1, 4, 5, 6, 8, 9]",19,29,0,97.69666666666666,79.23173803526448,,,,,,,,,,
413,"[3, 5, 8, 9]","[4, 6, 7]",19,25,0,97.81666666666666,73.35473515248796,,,,,,,,,,
414,"[1, 4]","[2, 3, 8, 9]",19,22,0,97.815,80.91826766525561,,,,,,,,,,
415,"[0, 2]","[1, 3, 5, 6, 8]",19,26,0,97.855,80.01718951439621,,,,,,,,,,
416,"[0, 6]","[1, 2, 5]",19,18,0,97.58666666666667,90.29417650590355,,,,,,,,,,
417,"[0, 2, 8]","[1, 4, 5]",19,22,0,97.78833333333333,87.27272727272727,,,,,,,,,,
418,"[0, 1]","[2, 3, 5, 6, 7, 9]",19,30,0,97.56666666666666,84.808552958727,,,,,,,,,,
419,"[0, 5, 6, 8]","[1, 2, 7]",19,26,0,97.46666666666668,84.7121017288184,,,,,,,,,,
420,"[1, 6, 8]","[2, 3, 5, 9]",19,26,0,97.04166666666669,82.53922967189729,,,,,,,,,,
421,"[0, 1, 5, 8]","[2, 3, 7, 9]",19,30,0,97.58333333333331,81.20347394540943,,,,,,,,,,
422,"[1, 2, 3, 6, 7, 8]","[4, 5, 9]",19,33,0,97.97666666666667,77.58314855875832,,,,,,,,,,
423,"[1, 7]","[2, 4, 5, 6]",19,22,0,97.74166666666667,84.58602953376473,,,,,,,,,,
424,"[2, 4, 6]","[3, 5, 8]",19,22,0,97.77833333333334,81.80574555403557,,,,,,,,,,
425,"[0, 3, 4, 7]","[1, 5]",19,22,0,97.74166666666667,86.16226978596316,,,,,,,,,,
426,"[0, 1]","[2, 3, 6, 7, 9]",19,26,0,97.225,87.56991051454138,,,,,,,,,,
427,"[0, 5, 8]","[1, 2, 4, 9]",19,26,0,97.73333333333332,85.33695031410623,,,,,,,,,,
428,"[0, 4]","[1, 3, 5, 6, 7, 9]",19,30,0,97.945,86.52739554665999,,,,,,,,,,
429,"[0, 2, 8]","[1, 4, 5, 6]",19,26,0,97.87166666666668,86.12109880627068,,,,,,,,,,
430,"[0, 1, 3, 5, 6, 7]","[2, 4, 9]",19,33,0,97.46666666666668,86.81586527808554,,,,,,,,,,
431,"[1, 9]","[2, 4, 5, 6]",19,22,0,97.58666666666667,81.69107856191744,,,,,,,,,,
432,"[0, 2, 6, 8]","[1, 4]",19,22,0,97.73833333333334,86.19039762415443,,,,,,,,,,
433,"[0, 5, 6, 9]","[1, 3]",19,22,0,97.84,84.05748663101605,,,,,,,,,,
434,"[2, 3]","[4, 6, 7]",19,18,0,97.785,80.97804391217565,,,,,,,,,,
435,"[0, 2, 3, 8]","[1, 4, 6, 7, 9]",19,34,0,97.82666666666668,85.28765920070268,,,,,,,,,,
436,"[1, 2, 4, 5, 6, 9]","[3, 7, 8]",19,33,0,98.06,80.26607538802661,,,,,,,,,,
437,"[0, 1, 7, 9]","[2, 3, 5, 8]",19,30,0,97.92666666666666,81.29032258064515,,,,,,,,,,
438,"[0, 3, 4]","[1, 2, 7, 8, 9]",19,30,0,98.02666666666666,84.47852760736197,,,,,,,,,,
439,"[0, 1, 2, 5]","[3, 4, 7, 8]",19,30,0,98.15833333333332,81.35192331632017,,,,,,,,,,
440,"[2, 3, 6, 7, 9]","[4, 5, 8]",19,29,0,97.46666666666668,73.07545973367154,,,,,,,,,,
441,"[0, 1, 2, 3]","[4, 5, 7, 8]",19,30,0,97.84166666666668,81.84986928918212,,,,,,,,,,
442,"[0, 3, 4, 9]","[1, 2, 6, 7]",19,30,0,97.98833333333332,87.1281042537497,,,,,,,,,,
443,"[2, 4, 9]","[3, 5, 7]",19,22,0,97.08833333333334,75.8777087182933,,,,,,,,,,
444,"[0, 1, 2]","[3, 4, 6, 7]",19,26,0,97.58666666666667,85.86666666666667,,,,,,,,,,
445,"[0, 3, 6]","[1, 2, 5, 8, 9]",19,29,0,97.85,83.45431789737171,,,,,,,,,,
446,"[1, 4, 7]","[2, 3, 6, 8]",19,26,0,97.365,81.44402303694339,,,,,,,,,,
447,"[1, 8]","[2, 4, 5, 6, 7]",19,26,0,97.54,80.88844450792743,,,,,,,,,,
448,"[0, 6]","[1, 2, 4, 7, 8]",19,26,0,97.32166666666666,87.84031598250812,,,,,,,,,,
449,"[0, 9]","[1, 3, 4, 5, 7]",19,26,0,97.945,86.35588402501422,,,,,,,,,,
450,"[0, 1, 2, 4]","[3, 5, 8, 9]",19,29,0,97.385,83.01721986523583,,,,,,,,,,
451,"[0, 1, 5]","[2, 3, 6, 7, 8, 9]",19,33,0,97.61833333333333,80.03992015968065,,,,,,,,,,
452,"[0, 1, 2, 8, 9]","[3, 4, 6, 7]",19,34,0,98.01666666666668,84.50812472551603,,,,,,,,,,
453,"[0, 3, 7, 8]","[1, 2, 6, 9]",19,30,0,97.705,85.34334235786365,,,,,,,,,,
454,"[0, 2, 9]","[1, 3, 6, 7, 8]",19,30,0,97.45666666666666,84.2357863647551,,,,,,,,,,
455,"[0, 1, 2, 6]","[3, 4, 7, 8]",19,30,0,98.02166666666666,84.82528707247809,,,,,,,,,,
456,"[0, 4, 7, 8]","[1, 2, 5, 9]",19,30,0,97.88333333333334,87.5871513944223,,,,,,,,,,
457,"[1, 6, 8]","[2, 3, 9]",19,22,0,97.97666666666667,80.61457992808107,,,,,,,,,,
458,"[5, 8]","[6, 7, 9]",19,18,0,97.77833333333334,65.25406295001028,,,,,,,,,,
459,"[0, 7, 8]","[1, 2, 9]",19,22,0,97.58666666666667,87.62585254952907,,,,,,,,,,
460,"[1, 3, 4, 5, 9]","[2, 6, 7, 8]",19,33,0,97.08833333333334,81.75166297117516,,,,,,,,,,
461,"[1, 2, 4, 6, 7, 8]","[3, 5, 9]",19,33,0,97.86333333333332,82.3170731707317,,,,,,,,,,
462,"[2, 3, 5, 8]","[4, 6, 7, 9]",19,29,0,97.81333333333332,72.63157894736842,,,,,,,,,,
463,"[0, 2, 6, 7]","[1, 3, 8]",19,26,0,97.225,85.90698327947169,,,,,,,,,,
464,"[0, 3, 7, 8]","[1, 2, 5, 6]",19,30,0,97.81333333333332,76.58883755774754,,,,,,,,,,
465,"[0, 6]","[1, 3, 4]",19,19,0,97.45166666666668,92.37907206317868,,,,,,,,,,
466,"[0, 1, 2, 3, 5]","[4, 6, 7, 9]",19,33,0,97.305,88.08996233104365,,,,,,,,,,
467,"[1, 3, 7]","[2, 4, 6, 9]",19,26,0,98.12,83.36594911937377,,,,,,,,,,
468,"[1, 3, 6]","[2, 4, 7, 8, 9]",19,30,0,97.68166666666669,82.22194881889764,,,,,,,,,,
469,"[0, 3, 5, 8]","[1, 2, 9]",19,26,0,97.68333333333334,82.73606370875996,,,,,,,,,,
470,"[0, 8, 9]","[1, 2, 6, 7]",19,26,0,97.83,86.27037661607645,,,,,,,,,,
471,"[0, 2]","[1, 3, 6]",19,19,0,98.00666666666666,87.60508308895406,,,,,,,,,,
472,"[1, 5]","[2, 3, 6, 7]",19,22,0,97.91333333333333,80.67712634186623,,,,,,,,,,
473,"[0, 3, 5, 8]","[1, 2, 7, 9]",19,30,0,97.59,82.05955334987594,,,,,,,,,,
474,"[0, 6]","[1, 2, 5, 7, 9]",19,26,0,97.87166666666668,87.00597099800966,,,,,,,,,,
475,"[0, 1, 5]","[2, 3, 9]",19,22,0,97.77833333333334,81.08286563222185,,,,,,,,,,
